Setpoint,Flow,Flow_prev,Error,DeltaP,Valve_pos,Control_signal
1.2,1.08184697289354,1.07900547806723,0.118153027106462,109.613575599316,0.423006339780437,0.484530146022062
1.2,1.0858341342043,1.08184697289354,0.114165865795702,109.167470883195,0.426042990483353,0.483739353838751
1.2,1.0877223096208,1.0858341342043,0.112277690379204,108.912017498512,0.429091548154248,0.487014143901252
1.2,1.09077147858515,1.0877223096208,0.109228521414848,108.581999730502,0.43199416000787,0.48714378522669
1.2,1.09631180568367,1.09077147858515,0.103688194316331,108.4223863831,0.434564319078178,0.483397341414042
1.2,1.09993249215338,1.09631180568367,0.100067507846618,108.322370894162,0.437036855038202,0.484015038278653
1.2,1.10393451146278,1.09993249215338,0.0960654885372174,107.95311159987,0.439328240697743,0.482864568229018
1.2,1.10859061582371,1.10393451146278,0.0914093841762853,107.301701426676,0.441392157454715,0.480606575837185
1.2,1.11326446276913,1.10859061582371,0.0867355372308738,106.59297411107,0.443245475066963,0.478458509699686
1.2,1.11674992469324,1.11326446276913,0.083250075306756,106.38833962465,0.444993208859298,0.478200150913662
1.2,1.12178926236385,1.11674992469324,0.0782107376361472,106.069838039908,0.44646877028339,0.474504437341132
1.2,1.12559866374441,1.12178926236385,0.0744013362555924,105.515588504461,0.447821540633206,0.473524177279717
1.2,1.13035486497874,1.12559866374441,0.0696451350212604,105.149688774411,0.44893692066517,0.47012914127248
1.2,1.13445046859588,1.13035486497874,0.0655495314041235,104.697031591463,0.449898409481746,0.468166696996678
1.2,1.13808415407797,1.13445046859588,0.0619158459220337,104.22238046077,0.450729182373787,0.466513867322575
1.2,1.14175578203068,1.13808415407797,0.0582442179693152,103.584326712528,0.451413658818236,0.464418711262772
1.2,1.14376562450675,1.14175578203068,0.0562343754932544,102.867983435766,0.452097334279802,0.465087168049558
1.2,1.14648419540565,1.14376562450675,0.0535158045943536,101.986716993155,0.452673025112974,0.463611150943231
1.2,1.15010248874989,1.14648419540565,0.0498975112501139,101.485619651462,0.453080135765199,0.460815238157478
1.2,1.15243058974877,1.15010248874989,0.0475694102512261,100.886710363894,0.453454598454016,0.460569389541538
1.2,1.15370581917012,1.15243058974877,0.0462941808298845,100.489793712787,0.45385273439421,0.461417317257896
1.2,1.15674765266872,1.15370581917012,0.0432523473312834,99.9345221800188,0.454090793120209,0.458613908914197
1.2,1.15681717831385,1.15674765266872,0.0431828216861503,99.3881952640493,0.45447345071091,0.461743944934217
1.2,1.156099561502,1.15681717831385,0.0439004384979977,98.8635364284059,0.454987511869206,0.464754673876844
1.2,1.15767336485074,1.156099561502,0.0423266351492573,98.591232641818,0.455408809534948,0.463413465184032
1.2,1.15826521919499,1.15767336485074,0.0417347808050144,98.4936796600654,0.45588154934347,0.46486360570539
1.2,1.15931851144319,1.15826521919499,0.0406814885568145,98.5546156926699,0.456337281656188,0.464996195597844
1.2,1.16061620863813,1.15931851144319,0.0393837913618729,98.6737577023482,0.45676502298063,0.464892108145018
1.2,1.1614231026037,1.16061620863813,0.0385768973963025,98.4635391506798,0.457212387476442,0.465712312896871
1.2,1.16199419483856,1.1614231026037,0.038005805161444,98.1771272661985,0.457685024866963,0.466665135286855
1.2,1.16319262952523,1.16199419483856,0.0368073704747705,98.0118633486795,0.458120055486411,0.46638563725593
1.2,1.16325802117992,1.16319262952523,0.0367419788200796,97.6295357674491,0.458631221109045,0.468343367939095
1.2,1.16657905062955,1.16325802117992,0.0334209493704518,97.5336358762589,0.458903017637438,0.464067151676892
1.2,1.16811427291768,1.16657905062955,0.0318857270823223,97.5965741376732,0.459177527635325,0.464393217595178
1.2,1.16804934490356,1.16811427291768,0.0319506550964428,97.7116927979425,0.459546112881914,0.466549232567105
1.2,1.16833853392878,1.16804934490356,0.0316614660712224,97.5059840423606,0.459933387530819,0.46729160586002
1.2,1.16952028162629,1.16833853392878,0.0304797183737118,97.399481415552,0.460269039055369,0.46664641802181
1.2,1.17055695203741,1.16952028162629,0.0294430479625902,97.4422424056676,0.460588220807108,0.466652674090162
1.2,1.1721527871268,1.17055695203741,0.0278472128732048,97.4929563631352,0.460837408674688,0.465571978158696
1.2,1.17279032883751,1.1721527871268,0.0272096711624938,97.9077802392758,0.461114261323037,0.46637446164168
1.2,1.17383854972094,1.17279032883751,0.0261614502790586,98.1966604471251,0.461356434007203,0.465957715006358
1.2,1.17610456531805,1.17383854972094,0.0238954346819475,98.5390459078579,0.461467883122856,0.463585416320265
1.2,1.17711313032734,1.17610456531805,0.0228868696726601,98.9215247304304,0.46159045588621,0.463919338389938
1.2,1.17775263103266,1.17711313032734,0.0222473689673446,99.1203486925453,0.461722251314612,0.464226364454239
1.2,1.17965569252668,1.17775263103266,0.0203443074733201,99.4119905217324,0.461742372877181,0.462124682565988
1.2,1.18115795685117,1.17965569252668,0.0188420431488288,99.6540218258677,0.461719056517688,0.461276045687318
1.2,1.18146297076218,1.18115795685117,0.0185370292378244,99.7281421799904,0.461745610460322,0.462250135370369
1.2,1.18226953914487,1.18146297076218,0.0177304608551287,99.8514275596626,0.46174536466278,0.461740694509494
1.2,1.18350253989414,1.18226953914487,0.016497460105857,99.8399497330299,0.461693485221207,0.460707775831314
1.2,1.1850727564378,1.18350253989414,0.0149272435622001,100.10818390373,0.461571410851358,0.459251997824221
1.2,1.187023089373,1.1850727564378,0.0129769106270026,100.217952338981,0.461354871135354,0.457240616531294
1.2,1.18758597519194,1.187023089373,0.01241402480806,100.3769449699,0.461174899483537,0.457755438099013
1.2,1.18718353353162,1.18758597519194,0.0128164664683847,100.380635805165,0.461077839033849,0.459233690489771
1.2,1.18766876604827,1.18718353353162,0.0123312339517319,100.584342726843,0.460958988269125,0.458700823739368
1.2,1.18812528578333,1.18766876604827,0.0118747142166669,100.57968843038,0.460843156106506,0.458642345016751
1.2,1.1890919123165,1.18812528578333,0.0109080876834959,100.373846286764,0.460684181465443,0.457663663285233
1.2,1.19001551194092,1.1890919123165,0.00998448805908492,100.65239321715,0.460498784227805,0.456976236712683
1.2,1.18929526883925,1.19001551194092,0.0107047311607451,100.824369697418,0.460428376968621,0.459090639044141
1.2,1.1888207277284,1.18929526883925,0.0111792722716031,100.955916547131,0.460406178533822,0.459984408272633
1.2,1.19119116673747,1.1888207277284,0.00880883326252557,100.994846275227,0.460189356843745,0.456069744732274
1.2,1.19210781255434,1.19119116673747,0.00789218744565567,101.053342150481,0.459980506693855,0.45601235384596
1.2,1.19310539714499,1.19210781255434,0.00689460285500587,101.205963876082,0.459734009712387,0.45505056706449
1.2,1.19367398355549,1.19310539714499,0.00632601644450603,101.423075614948,0.459489099382755,0.454835803119746
1.2,1.19537247694491,1.19367398355549,0.00462752305509251,101.414003029573,0.459135532337877,0.452417758485196
1.2,1.19601548936757,1.19537247694491,0.00398451063243299,101.660469198544,0.458795418945317,0.452333264486679
1.2,1.19514876702619,1.19601548936757,0.00485123297381196,101.863774148353,0.458571760397917,0.454322247997306
1.2,1.19336126194454,1.19514876702619,0.00663873805545601,102.10979522507,0.458502832127402,0.457193194987629
1.2,1.19401522498613,1.19336126194454,0.0059847750138684,102.235394937298,0.458349045334865,0.455427096276663
1.2,1.19340007644606,1.19401522498613,0.00659992355394134,102.661738518371,0.458284784431009,0.457063827257738
1.2,1.1941897633073,1.19340007644606,0.0058102366927042,103.112244108457,0.458152854949024,0.455646194791307
1.2,1.19575372648556,1.1941897633073,0.00424627351443996,103.571700844199,0.457922819789545,0.453552151759454
1.2,1.19778050140314,1.19575372648556,0.00221949859685533,103.743242213421,0.457575548596696,0.450977395932566
1.2,1.19899600811087,1.19778050140314,0.00100399188913136,103.851840579583,0.457195000250051,0.449964581663793
1.2,1.19858162636699,1.19899600811087,0.00141837363301067,104.079890080603,0.456901926183927,0.45133351892757
1.2,1.19775095734333,1.19858162636699,0.00224904265667436,104.251500791066,0.456688251229837,0.452628427102126
1.2,1.19903837482366,1.19775095734333,0.000961625176341796,104.335584912467,0.456356986062384,0.450062947880782
1.2,1.19963920579582,1.19903837482366,0.000360794204182113,104.127878997667,0.456024120546087,0.449699675736445
1.2,1.19936516585819,1.19963920579582,0.00063483414180765,104.112012051105,0.455747482142891,0.45049135248216
1.2,1.20008486152227,1.19936516585819,-8.4861522273938e-05,103.845358776433,0.455416480806922,0.449127455423518
1.2,1.20002758455559,1.20008486152227,-2.75845555941512e-05,103.833504634323,0.455124835302411,0.44958357071669
1.2,1.19903713723344,1.20002758455559,0.000962862766557881,104.013475313503,0.454932453896874,0.451277207191671
1.2,1.19889239508024,1.19903713723344,0.00110760491975914,104.201052902009,0.454739448671422,0.451072349387828
1.2,1.19806123228118,1.19889239508024,0.00193876771882073,104.407069649768,0.45462700152677,0.452490505778385
1.2,1.19673569072298,1.19806123228118,0.00326430927701549,104.539236224539,0.454618597320375,0.454458917398866
1.2,1.1973139550806,1.19673569072298,0.00268604491939861,104.141259802172,0.454533694404786,0.452920539008595
1.2,1.19716509907291,1.1973139550806,0.00283490092709138,103.776252904756,0.454485815806425,0.453576122437565
1.2,1.19735954368296,1.19716509907291,0.00264045631704057,103.36501005203,0.454425362858569,0.453276756849314
1.2,1.19611425850704,1.19735954368296,0.00388574149295629,103.122901764313,0.454486414396296,0.455646393613115
1.2,1.19552329244517,1.19611425850704,0.00447670755482532,102.839824451983,0.454572466758108,0.456207461632527
1.2,1.1941419802603,1.19552329244517,0.00585801973969713,102.349973337964,0.454768569925476,0.458494530105462
1.2,1.19401963032614,1.1941419802603,0.0059803696738614,101.774890052605,0.454942695613605,0.45825108368806
1.2,1.1944102836049,1.19401963032614,0.00558971639509576,101.634720089051,0.455083030173069,0.45774938680288
1.2,1.1932982155509,1.1944102836049,0.00670178444909975,101.2871654901,0.455334043690017,0.460103300512034
1.2,1.19221565804191,1.1932982155509,0.00778434195809341,101.117392154328,0.455652290901948,0.461698987928645
1.2,1.19073085960608,1.19221565804191,0.00926914039392335,101.012561194251,0.456072307963392,0.464052632130816
1.2,1.18945659891197,1.19073085960608,0.0105434010880272,101.054439999425,0.456563603172042,0.465898212136399
1.2,1.18867012453347,1.18945659891197,0.0113298754665343,100.882891789815,0.457087987176013,0.46705128325147
1.2,1.18822631329045,1.18867012453347,0.0117736867095501,100.897516787342,0.457627761449399,0.467883472643726
1.2,1.18852157235131,1.18822631329045,0.0114784276486914,101.019202408518,0.458127311563164,0.467618763724706
1.2,1.18837284857131,1.18852157235131,0.011627151428685,100.98074433538,0.45864516147192,0.468484309738271
1.2,1.19041431551431,1.18837284857131,0.00958568448568631,100.705101131161,0.458979047469554,0.465322881424604
1.2,1.19072565305185,1.19041431551431,0.00927434694814733,100.361325630806,0.459339360844087,0.466185314960213
1.2,1.19026003013799,1.19072565305185,0.00973996986201264,99.9792829409599,0.459748499875734,0.467522141477034
1.2,1.18944914008458,1.19026003013799,0.0105508599154216,99.4249604161236,0.460215568757323,0.469089877507514
1.2,1.18905031803604,1.18944914008458,0.010949681963963,99.0789197727101,0.460694811181552,0.469800417241888
1.2,1.18952410255413,1.18905031803604,0.0104758974458694,98.8459985765419,0.461120801044209,0.469214608434693
1.2,1.18836552995605,1.18952410255413,0.0116344700439497,98.66122009944,0.46165908363761,0.471886452912234
1.2,1.18905871069095,1.18836552995605,0.0109412893090499,98.4792108181257,0.462104450002541,0.470566410936227
1.2,1.18973485757843,1.18905871069095,0.0102651424215741,98.5129722748118,0.462507935367005,0.470174157291831
1.2,1.18867446747766,1.18973485757843,0.0113255325223447,98.4841423815925,0.463020934359044,0.472767915207772
1.2,1.18792192652467,1.18867446747766,0.0120780734753256,98.7285404533925,0.463569895776915,0.474000162716468
1.2,1.18952721987629,1.18792192652467,0.0104727801237132,98.8972384226704,0.463957091225428,0.471313804747185
1.2,1.18970583489187,1.18952721987629,0.010294165108129,99.2256061820606,0.464370465289198,0.472224572500823
1.2,1.18966749305397,1.18970583489187,0.0103325069460287,99.7024895936884,0.464791560095282,0.472792361410886
1.2,1.19155979778065,1.18966749305397,0.00844020221934882,100.309299784448,0.465046676117786,0.469893880545354
1.2,1.19538026561803,1.19155979778065,0.00461973438197383,101.034438801933,0.465020843659918,0.464530026960435
1.2,1.19861397852656,1.19538026561803,0.00138602147343736,101.570130503343,0.4648197209666,0.460998389793548
1.2,1.20100103561217,1.19861397852656,-0.00100103561217124,101.573226153504,0.46450459530716,0.458517207777795
1.2,1.20227268603598,1.20100103561217,-0.00227268603597586,101.663292833409,0.464152266699736,0.457458023158692
1.2,1.20462433421866,1.20227268603598,-0.00462433421866137,101.913828023857,0.463640207019314,0.453911073091283
1.2,1.20498066956074,1.20462433421866,-0.00498066956074439,101.825868722433,0.463172291684281,0.454281900318655
1.2,1.20372060208483,1.20498066956074,-0.00372060208482505,102.055505389678,0.462836345030835,0.456453358615366
1.2,1.20441559277929,1.20372060208483,-0.00441559277929415,101.891780826636,0.462417788628575,0.454465216985637
1.2,1.20380985243113,1.20441559277929,-0.00380985243112564,101.495115904528,0.462081403038522,0.455690076827513
1.2,1.20382754419494,1.20380985243113,-0.00382754419494313,101.345683279121,0.461737534330953,0.455204028887142
1.2,1.20278360762542,1.20382754419494,-0.00278360762541507,101.522032881011,0.461494468746017,0.456876222632231
1.2,1.20157107747904,1.20278360762542,-0.0015710774790354,101.485373534451,0.461337380933574,0.458352712497152
1.2,1.20190316845139,1.20157107747904,-0.00190316845139193,101.519617357654,0.46112580018854,0.4571057660329
1.2,1.20277291517425,1.20190316845139,-0.00277291517425504,101.64937792003,0.460853626453275,0.455682325483241
1.2,1.20170483377106,1.20277291517425,-0.00170483377106101,101.53161487519,0.460704182324574,0.45786474387926
1.2,1.20056160944528,1.20170483377106,-0.000561609445280276,101.497982445665,0.460631559216029,0.459251720153679
1.2,1.20065556597586,1.20056160944528,-0.000655565975857142,101.470966638528,0.460524689217717,0.458494159249773
1.2,1.20119451182128,1.20065556597586,-0.00119451182127528,100.946094829926,0.460377312212081,0.457577149105
1.2,1.20169857849612,1.20119451182128,-0.00169857849611876,100.887030491641,0.460204534878508,0.45692176554063
1.2,1.20023084244268,1.20169857849612,-0.000230842442676238,100.46459188467,0.460177293958143,0.459659716471197
1.2,1.19879076857212,1.20023084244268,0.00120923142788198,100.090343250646,0.460239546424313,0.46142234328154
1.2,1.19712978862098,1.19879076857212,0.00287021137902399,99.9051048244335,0.460409608139015,0.463640780718364
1.2,1.19601971227437,1.19712978862098,0.00398028772562808,99.8291820360564,0.460631959334117,0.464856632041045
1.2,1.19482773643209,1.19601971227437,0.00517226356790568,99.6879390797757,0.460927103534527,0.466534843342331
1.2,1.19393949887719,1.19482773643209,0.00606050112280787,99.416424199665,0.461265312323273,0.467691279309438
1.2,1.19437774367757,1.19393949887719,0.00562225632242574,99.2639020026006,0.461538398438321,0.466727034624234
1.2,1.19394080075787,1.19437774367757,0.0060591992421275,99.2525174020538,0.461858044914285,0.467931327957604
1.2,1.19201653804921,1.19394080075787,0.00798346195078836,99.1287968320768,0.462330314747596,0.471303441580508
1.2,1.19150222967175,1.19201653804921,0.00849777032825405,99.4626386655344,0.462791576274266,0.471555545280999
1.2,1.19082889048415,1.19150222967175,0.00917110951584554,99.7503675886757,0.463292493065143,0.472809912091806
1.2,1.19353825565809,1.19082889048415,0.00646174434191016,100.240669569377,0.463534157985686,0.468125791475996
1.2,1.19490593049193,1.19353825565809,0.00509406950806857,100.767228809646,0.463725409567689,0.467359189625756
1.2,1.19642011186534,1.19490593049193,0.00357988813465893,101.170102931618,0.463819744800968,0.465612114233267
1.2,1.19651299030687,1.19642011186534,0.00348700969313298,101.186438011384,0.463946297158775,0.466350791957103
1.2,1.1990612161543,1.19651299030687,0.000938783845702673,101.044050126724,0.463854122230389,0.462102798591062
1.2,1.20041395079901,1.1990612161543,-0.000413950799009077,100.568292320462,0.46371445134821,0.461060704586807
1.2,1.20146913202769,1.20041395079901,-0.00146913202769006,99.8882382074213,0.463522953707765,0.459884498539298
1.2,1.20291296087894,1.20146913202769,-0.00291296087893578,99.4446449085803,0.463238859105945,0.457841061671363
1.2,1.20217372238518,1.20291296087894,-0.00217372238517677,98.8957304347935,0.463063552782696,0.459732732640969
1.2,1.19949796624577,1.20217372238518,0.000502033754230302,98.1915559727512,0.463106974152624,0.463931980181251
1.2,1.19970838163897,1.19949796624577,0.000291618361030421,97.7527252435962,0.46306402847887,0.462248060677549
1.2,1.19779481738149,1.19970838163897,0.00220518261850766,97.6874279689056,0.463195553800756,0.4656945349166
1.2,1.19644852827047,1.19779481738149,0.00355147172952663,97.6215013508226,0.463394201268007,0.467168503145775
1.2,1.19587473932517,1.19644852827047,0.00412526067483121,97.7167997520613,0.463606281715821,0.467635810224277
1.2,1.19473437107636,1.19587473932517,0.00526562892363946,97.778074443551,0.463900875976607,0.469498166931544
1.2,1.19353495195632,1.19473437107636,0.00646504804368475,97.6695755511922,0.464267112039425,0.471225597232964
1.2,1.19394955298829,1.19353495195632,0.00605044701170532,97.7190476790007,0.464561910627406,0.470163083799045
1.2,1.19242165724784,1.19394955298829,0.00757834275216407,97.4845595791666,0.464997362135231,0.473270940783901
1.2,1.19096421597085,1.19242165724784,0.00903578402915217,97.2886005361285,0.465514797750755,0.475346074445717
1.2,1.18907633027699,1.19096421597085,0.0109236697230088,97.0395840251383,0.466152243177002,0.4782637062757
1.2,1.19024924039398,1.18907633027699,0.0097507596060169,96.9392543940016,0.466630423348858,0.475715846614126
1.2,1.19131750733286,1.19024924039398,0.00868249266713783,96.6685027600689,0.467040579560576,0.474833547583213
1.2,1.1916096549557,1.19131750733286,0.00839034504430058,96.3225554945971,0.467448882777327,0.475206643895601
1.2,1.19194344400699,1.1916096549557,0.00805655599300548,96.5035276451982,0.467831815566438,0.475107538559538
1.2,1.19301562248971,1.19194344400699,0.00698437751029268,96.6669900377859,0.468126780026365,0.473731104764986
1.2,1.19136225178914,1.19301562248971,0.00863774821085816,96.9224866213936,0.468591612731334,0.477423434125738
1.2,1.1925858763659,1.19136225178914,0.00741412363410077,97.1313969285644,0.468902689691784,0.474813151940332
1.2,1.19211471738066,1.1925858763659,0.00788528261933719,96.9970529214936,0.469284622497614,0.476541345808386
1.2,1.1925260328068,1.19211471738066,0.00747396719320026,96.7277434425656,0.469615665811686,0.475905488779063
1.2,1.19394348843521,1.1925260328068,0.00605651156479103,96.6268899315975,0.469832069140423,0.473943732386427
1.2,1.19449204191991,1.19394348843521,0.00550795808008808,96.5678731934475,0.470037477563394,0.47394023759984
1.2,1.19456469436166,1.19449204191991,0.00543530563834427,96.4955307901319,0.470251024556063,0.474308417416761
1.2,1.19485569434958,1.19456469436166,0.00514430565041901,96.497034277614,0.470441264122468,0.474055815884177
1.2,1.19559622010288,1.19485569434958,0.00440377989711793,96.6766444628655,0.470575129581016,0.473118573293413
1.2,1.19669249635718,1.19559622010288,0.00330750364282317,96.7542120837272,0.470634246436139,0.471757466683475
1.2,1.19580316084686,1.19669249635718,0.00419683915313995,96.5987972344474,0.470801801551546,0.473985348744286
1.2,1.19706961618256,1.19580316084686,0.00293038381743682,96.5405813257911,0.470836957587525,0.47150492227113
1.2,1.19912263082216,1.19706961618256,0.000877369177843645,96.4439412923233,0.470729265699088,0.468683119818787
1.2,1.1998943681995,1.19912263082216,0.000105631800503492,96.2839851103907,0.47061289735759,0.468401898869126
1.2,1.20043026645956,1.1998943681995,-0.000430266459564788,95.8101921579549,0.470475228982575,0.467859529857297
1.2,1.19926656468403,1.20043026645956,0.000733435315974917,95.6160365124354,0.470458223004366,0.470135109418387
1.2,1.19935323095362,1.19926656468403,0.000646769046380724,95.2807875292433,0.470406901685856,0.469431796634163
1.2,1.19949761844622,1.19935323095362,0.000502381553781905,94.8785069994191,0.470349044916248,0.469249766293693
1.2,1.19935765047104,1.19949761844622,0.000642349528960473,94.5768118007914,0.470310872649383,0.469585599578955
1.2,1.19910645690639,1.19935765047104,0.000893543093614113,94.5945984095942,0.470294248335665,0.469978386375021
1.2,1.19740332261642,1.19910645690639,0.00259667738357661,94.4586876969012,0.47042213516793,0.472851984980974
1.2,1.19563220847232,1.19740332261642,0.00436779152768429,94.2970983163229,0.470660329586638,0.475186023542083
1.2,1.19512829244212,1.19563220847232,0.0048717075578828,94.3432788588284,0.47089491270849,0.475351992023682
1.2,1.1944889241339,1.19512829244212,0.005511075866099,94.5124259550782,0.471170537231425,0.476407403167194
1.2,1.19472384493965,1.1944889241339,0.0052761550603464,95.0297426246511,0.47140698036214,0.47589939984572
1.2,1.19453422537614,1.19472384493965,0.00546577462385933,95.2314925221473,0.471664523568609,0.476557844491523
1.2,1.19500428006979,1.19453422537614,0.00499571993021175,95.9163658403517,0.471874485916567,0.475863770527774
1.2,1.19679494156403,1.19500428006979,0.0032050584359673,96.1231157567755,0.47193990540433,0.473182875671821
1.2,1.19803845985869,1.19679494156403,0.00196154014131356,96.066128870018,0.471945044480298,0.472042686923684
1.2,1.19915269583934,1.19803845985869,0.000847304160662254,96.0280748769843,0.4718879991098,0.47080413707033
1.2,1.19924316681222,1.19915269583934,0.000756833187782302,96.1233303478147,0.471855485541023,0.471237727734271
1.2,1.20010713057134,1.19924316681222,-0.000107130571336267,96.3351367195186,0.47175320824434,0.469809939607356
1.2,1.20228062464211,1.20010713057134,-0.00228062464210832,96.5096568581978,0.471488335661169,0.466455756580919
1.2,1.20373187151224,1.20228062464211,-0.00373187151223942,96.8247202780745,0.47116022433194,0.464926109076592
1.2,1.20390317907541,1.20373187151224,-0.00390317907541493,97.2221107023969,0.470862432239905,0.465204382491243
1.2,1.20378353386946,1.20390317907541,-0.00378353386946384,97.7580366089387,0.470586415216318,0.465342091768169
1.2,1.20540146403542,1.20378353386946,-0.00540146403542208,98.1909951432753,0.470172880921585,0.462315729321648
1.2,1.20556659492458,1.20540146403542,-0.00556659492457867,98.3031005316634,0.469795302280309,0.462621308096077
1.2,1.20642829384175,1.20556659492458,-0.00642829384175103,98.637273191005,0.469354629847684,0.460981853627793
1.2,1.20733386930653,1.20642829384175,-0.00733386930652768,98.9880768946207,0.468865891856499,0.459579870023997
1.2,1.20722494675125,1.20733386930653,-0.00722494675124863,99.2068499661785,0.46841903867519,0.45992882823031
1.2,1.20809760652005,1.20722494675125,-0.00809760652004732,99.2200571242297,0.467901433795676,0.458066941084911
1.2,1.20842479565359,1.20809760652005,-0.00842479565358922,99.3867913459917,0.467386864986699,0.457610057616145
1.2,1.21044934929579,1.20842479565359,-0.0104493492957949,99.4442752509349,0.466713218588331,0.453913937019335
1.2,1.21184454066575,1.21044934929579,-0.0118445406657468,99.5278820541947,0.465981588003159,0.45208060688489
1.2,1.21155117255191,1.21184454066575,-0.0115511725519086,99.7939785767773,0.465323252676067,0.452814881461314
1.2,1.21044263332297,1.21155117255191,-0.0104426333229732,99.8836473054273,0.464763840480297,0.454135008760666
1.2,1.21084460446175,1.21044263332297,-0.0108446044617505,99.9513560505878,0.464148828657872,0.452463604031807
1.2,1.21100857701237,1.21084460446175,-0.0110085770123733,100.328790097326,0.463538661884211,0.451945493184642
1.2,1.21143315246562,1.21100857701237,-0.0114331524656233,100.67384851662,0.46290414754454,0.450848375090804
1.2,1.21184622169148,1.21143315246562,-0.0118462216914759,101.002997680147,0.462253169980604,0.44988459626582
1.2,1.20989179946516,1.21184622169148,-0.00989179946515839,101.063258954826,0.461791410315818,0.45301797668488
